   5.62193238762731e+00   3.66132787383791e-01
   5.69162109826223e+00  -8.55734985860231e+00
   3.88311439791309e+00   7.54509004558976e+00
  -5.50391251163759e+00  -4.94489483527211e+00
   9.88307010746482e+00  -2.89130217987143e+00
  -1.62769192154812e+00  -7.66808193647357e+00
   5.95552820903876e+00   6.06240006918746e+00
   6.10575158287148e+00   3.06498551615512e+00
   9.41105449236801e-01   6.94743141276923e+00
  -3.86783375138563e+00  -6.95458910099028e+00
  -7.17882234515642e+00   5.26397270123233e+00
  -5.25385573655043e+00   8.76332035701701e+00
   8.81472137359694e+00   3.18247322601998e+00
  -4.78735889992706e+00  -7.95172013461915e+00
   2.77994017052933e+00  -5.51248825029766e+00
  -8.13731050339683e+00   4.87704935130303e+00
  -1.19865115310205e-01   6.70213908909638e+00
   2.15271061553679e+00   1.12951761041991e+00
   7.35312944597794e+00  -6.85569614381265e-01
   9.80766354632365e+00  -3.05435948753818e+00
  -5.14218932200677e+00   4.51103794116740e+00
  -6.64352377897941e+00  -6.99738265584237e+00
  -1.62283062977522e+00  -4.27106191428116e+00
   4.53345349802831e+00   8.34394858467256e+00
  -8.72317170842123e+00  -9.04462952553239e+00
   6.21634913571327e+00   3.57698544988303e+00
   1.21859823716235e+00  -2.29876201227363e+00
  -6.01979487423691e+00   7.91466967655772e+00
   1.70230315141495e+00   4.98403252594450e+00
  -8.72940811457894e+00  -4.35306625396997e+00
  -5.32685264690045e+00  -1.10326104490547e+00
  -3.92978638170788e+00  -1.46075043078774e+00
   5.62193238762731e+00   3.66132787383791e-01
