   5.6219323876273108e+00   3.6613278738379051e-01
   5.6916210982622317e+00  -8.5573498586023078e+00
   3.8831143979130900e+00   7.5450900455897596e+00
  -5.5039125116375942e+00  -4.9448948352721089e+00
   9.8830701074648175e+00  -2.8913021798714311e+00
  -1.6276919215481200e+00  -7.6680819364735697e+00
   5.9555282090387607e+00   6.0624000691874613e+00
   6.1057515828714770e+00   3.0649855161551187e+00
   9.4110544923680095e-01   6.9474314127692338e+00
  -3.8678337513856320e+00  -6.9545891009902761e+00
  -7.1788223451564193e+00   5.2639727012323334e+00
  -5.2538557365504346e+00   8.7633203570170082e+00
   8.8147213735969387e+00   3.1824732260199795e+00
  -4.7873588999270567e+00  -7.9517201346191513e+00
   2.7799401705293292e+00  -5.5124882502976646e+00
  -8.1373105033968329e+00   4.8770493513030289e+00
  -1.1986511531020483e-01   6.7021390890963772e+00
   2.1527106155367903e+00   1.1295176104199101e+00
   7.3531294459779417e+00  -6.8556961438126507e-01
   9.8076635463236528e+00  -3.0543594875381785e+00
  -5.1421893220067716e+00   4.5110379411674018e+00
  -6.6435237789794144e+00  -6.9973826558423724e+00
  -1.6228306297752226e+00  -4.2710619142811623e+00
   4.5334534980283081e+00   8.3439485846725603e+00
  -8.7231717084212335e+00  -9.0446295255323861e+00
   6.2163491357132727e+00   3.5769854498830256e+00
   1.2185982371623538e+00  -2.2987620122736274e+00
  -6.0197948742369078e+00   7.9146696765577218e+00
   1.7023031514149523e+00   4.9840325259444995e+00
  -8.7294081145789448e+00  -4.3530662539699705e+00
  -5.3268526469004485e+00  -1.1032610449054658e+00
  -3.9297863817078849e+00  -1.4607504307877406e+00
   5.6219323876273108e+00   3.6613278738379051e-01
