0 8 11 7 6 9 10 3 5 14 12 2 13 1 4
0 13 1 10 9 7 6 11 3 8 5 12 4 2 14
0 4 1 10 9 6 7 3 11 8 5 13 14 2 12
0 4 1 10 9 7 6 11 3 8 5 12 13 14 2
0 4 1 10 9 7 6 11 3 8 5 12 13 14 2
0 2 4 1 10 9 7 6 11 3 8 5 13 14 12
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
0 4 1 10 9 7 6 11 3 8 5 14 13 12 2
