   1.9414510142724448e+00  -9.8097282306484157e+00
  -9.9339202372431519e+00  -1.1477058508568097e+00
   2.1557364463801756e+00  -9.7648758504011806e+00
   8.9904100902494726e+00   4.3786443574627629e+00
  -3.4372422472410880e+00  -9.3907063490336569e+00
   7.1705204978893633e+00  -6.9701962518532063e+00
   1.5764834484102921e+00   9.8749531612503567e+00
  -1.7310956819129880e-01   9.9985015416011525e+00
   9.9932536350492835e+00  -3.6726255672787317e-01
  -6.1506388801596490e+00   7.8847727529630465e+00
  -8.7208249101233175e+00   4.8935889577050320e+00
   7.4344225370684462e+00   6.6880013113282786e+00
   2.9569991382081620e+00  -9.5528088066618508e+00
   3.2760058841130126e+00  -9.4481630726431103e+00
   3.4043752636348734e+00  -9.4026713791534249e+00
   1.9414510142724448e+00  -9.8097282306484157e+00
