0.0169083 0.481036 0.711142 0.836748 
1.06368 0.652232 0.889584 1.03555 
3.12859 0.919763 1.09244 0.901815 
1.97627 0.830389 1.51361 1.06241 
0.0864929 0.745583 1.32872 0.979892 
2.50329 0.305022 1.00824 0.925281 
2.01667 0.21104 1.37815 1.0325 
0.683232 1.00982 0.556543 1.00226 
1.28974 0.783969 1.01968 0.985243 
0.900746 1.09684 0.581545 0.874539 
0.630143 0.799717 1.1082 1.24029 
0.267903 1.45473 1.0051 0.910081 
0.105639 1.22805 0.834285 1.07443 
0.342515 2.12481 0.928072 0.935624 
0.902068 0.884538 1.56595 0.867843 
0.623984 0.777207 0.666069 0.854604 
1.15957 0.845463 0.554225 1.09543 
0.325443 0.982516 1.00144 0.978911 
1.04577 2.23643 0.631082 0.960431 
2.33246 0.966744 1.10243 1.12582 
1.17383 1.08054 0.733653 0.837834 
1.13089 3.34388 0.810684 0.974063 
2.84633 0.995524 1.04692 1.00636 
0.975228 0.26858 0.894885 0.969706 
1.04552 1.29496 1.27944 0.831798 
2.10523 0.108122 1.10803 1.06192 
0.397511 1.66621 1.22596 0.984518 
1.74637 0.580245 0.982119 0.956954 
0.550236 1.31377 0.988342 0.921663 
0.16717 1.55453 1.30445 1.08592 
0.462828 1.02256 1.37764 1.05141 
1.82116 0.174854 0.765644 0.908021 
0.0201304 0.488864 0.661609 1.05381 
0.416811 1.74002 0.705306 0.886251 
0.11986 0.713769 1.16629 0.887532 
0.430173 0.77375 1.10013 0.859709 
4.03538 0.546222 1.17814 1.09629 
3.36298 1.169 1.22462 1.0297 
1.12092 0.341346 1.30639 1.09669 
0.0592187 0.607142 0.710459 1.08732 
0.276652 0.890094 1.05315 1.02921 
0.136375 0.882027 0.861131 0.972027 
1.70945 0.690372 1.19819 1.1705 
3.73267 0.5567 1.17678 0.993798 
1.58016 1.08557 0.963817 0.946555 
1.73051 0.371042 0.691762 0.954073 
1.16784 2.02055 0.607522 0.882187 
0.700263 1.0348 0.843753 1.1812 
1.94167 0.623583 1.13574 0.863769 
3.21299 0.395693 1.09869 0.916727 
1.35218 0.398208 1.35916 1.05756 
1.4185 0.760775 0.953835 1.03321 
1.21013 0.560189 0.754257 0.927744 
0.0762513 1.03953 0.834766 1.06728 
0.3875 0.212075 0.72072 1.03091 
2.70877 1.35803 1.97082 1.03175 
0.43366 4.54364 1.02815 1.07336 
0.419085 0.531685 0.775972 1.00212 
0.206866 0.862204 0.808339 0.957462 
1.35036 0.789953 0.819055 0.947151 
0.0461695 0.367352 1.01877 0.997314 
2.19585 0.422552 0.80112 1.10497 
1.27655 2.06233 1.73431 0.869511 
0.0845267 2.09093 1.43831 0.93819 
1.92718 0.703524 0.77832 1.10579 
0.11711 0.667566 1.21649 0.917545 
1.80436 0.330743 0.737582 0.95194 
0.994083 1.41882 1.66284 1.07117 
0.163603 0.570873 0.876157 0.995806 
1.63345 1.55949 1.30044 0.835741 
4.34703 1.59553 0.504785 1.16939 
0.148757 0.390277 0.782822 0.93567 
0.854441 1.05097 0.874177 0.888022 
1.0691 0.387694 0.745667 0.762856 
3.07998 0.763249 0.900413 1.02111 
0.0715487 0.240092 0.698054 0.97014 
1.29008 0.255494 1.16383 0.931456 
0.0762294 1.92463 1.3349 0.95867 
1.04585 1.34156 1.30903 0.835337 
0.359104 1.10528 1.54812 0.977261 
0.748959 0.66502 0.898777 1.02861 
1.80727 0.739315 0.919494 0.93113 
0.304937 1.58926 0.812625 1.02938 
0.827415 1.04912 0.73706 0.863577 
2.45443 0.959758 0.595615 1.02487 
0.430725 0.642782 1.71221 0.991363 
0.429465 0.84073 0.509463 0.936353 
0.0283359 1.94383 0.891192 1.07689 
0.69899 0.469661 0.775817 0.980754 
1.79122 2.03146 0.785443 0.913773 
0.404792 0.434338 0.630675 1.02884 
0.163624 0.761361 1.20237 1.06901 
2.49256 0.499808 0.671384 1.05173 
0.277737 0.355134 0.424236 1.07916 
1.044 0.407439 0.999126 1.09914 
1.15008 1.14585 0.678218 0.948669 
0.72207 0.760233 1.07304 0.873487 
0.687437 0.612536 0.793134 1.01851 
1.58054 1.20693 1.17753 0.918416 
0.620157 1.81948 0.758036 0.988741 
2.56422 0.381785 0.854008 1.03174 
0.209763 1.15525 1.21262 0.99394 
1.07107 0.978849 1.70487 0.798461 
1.45215 0.900435 0.786235 0.972603 
0.0143322 0.247034 1.40539 0.906314 
1.61205 0.343083 0.871974 0.987562 
0.415138 1.24938 0.994766 1.01035 
1.31084 1.71461 0.912513 0.964883 
2.20251 0.702041 0.833155 0.915509 
0.00643403 1.0659 1.21798 0.923498 
0.429069 3.24694 0.978648 0.979562 
1.59208 0.572338 0.630321 0.980863 
0.0658098 1.99342 1.02708 1.11966 
0.207903 0.64517 0.97156 0.968537 
0.766034 0.754204 0.954995 1.02037 
1.37976 0.55557 1.08288 1.03527 
0.236417 0.693569 1.18604 0.937005 
0.306748 1.4418 0.299311 0.85655 
1.55849 1.7813 0.949347 0.939922 
0.417296 1.54178 1.23064 0.976882 
0.381177 0.940725 0.880693 1.00582 
0.910955 0.939849 0.871647 0.969667 
1.48627 0.0493542 0.787598 1.00281 
0.827792 0.338481 0.832877 0.952774 
1.09309 1.21588 0.990267 0.914285 
0.509078 1.312 0.818172 0.969776 
0.370191 2.06659 1.12978 1.09933 
0.550134 0.470734 0.611832 0.993981 
0.225265 1.02186 0.76258 1.00708 
2.61246 0.340714 0.763913 0.915393 
0.459305 1.377 0.541814 1.15966 
4.29543 2.58722 0.796389 1.00736 
0.230698 1.16671 1.36227 0.844089 
0.176348 0.162108 1.83955 1.07018 
1.06265 1.15937 0.909809 1.09348 
1.71362 1.02514 1.12986 0.976628 
4.37773 0.978846 1.35317 1.09077 
0.906703 2.49751 0.721613 0.946563 
1.28887 0.645537 0.834024 1.08241 
1.20142 0.799449 0.593597 1.03293 
0.136839 0.46834 0.853635 0.951589 
0.985305 1.81245 1.16515 0.93231 
0.785766 1.03028 0.755934 1.01849 
0.535665 1.75404 1.2099 0.927986 
0.837732 1.25532 1.32492 0.905581 
1.37974 0.314995 0.825502 1.19212 
1.69913 0.748061 1.36248 0.975606 
2.02203 0.718395 0.815646 0.976895 
2.5721 1.62441 0.784405 1.03508 
0.802298 1.39661 1.5732 0.933053 
1.31217 0.557137 0.801669 1.02425 
2.16173 1.55804 1.13979 0.863429 
1.27891 1.28763 1.04051 1.0845 
0.448124 3.98047 0.711452 0.812937 
1.47667 0.282651 0.788497 0.965406 
1.48322 0.643968 0.61232 0.941532 
1.42543 1.02169 1.06574 1.01305 
0.479278 1.2964 0.94285 1.09526 
1.04006 0.50817 0.757168 1.0981 
0.804595 0.88608 0.940439 0.829865 
0.490748 0.483059 0.482882 0.886915 
0.365765 2.16167 0.684314 1.19015 
0.285702 0.18427 1.68788 1.18361 
3.674 0.23298 1.31787 0.982266 
2.25584 1.94891 0.817117 0.965295 
0.970948 0.945908 0.775514 0.982241 
