1 3916.3466
2 2603.6967
3 2114.0632
4 1613.281
5 1450.7372
6 1375.2167
7 1308.683
8 1254.7175
9 1204.9939
10 1131.6756
11 1053.7052
12 1009.0495
13 963.25904
14 900.24542
15 844.82621
16 808.87491
17 772.15721
18 723.45283
19 674.08659
20 642.03059
21 624.66385
22 611.9766
23 603.35905
24 595.92594
25 589.89047
26 585.03818
27 581.29374
28 578.66473
29 576.0657
30 573.56775
31 571.67514
32 569.51244
33 567.45572
34 565.53921
35 562.62212
36 560.76066
37 558.39681
38 556.35116
39 554.37888
40 552.36502
41 549.93061
42 548.20281
43 545.61312
44 544.11352
45 541.27715
46 538.2925
47 534.86372
48 531.12751
49 525.21553
50 518.48887
51 508.5332
52 497.5413
53 488.70555
54 482.24303
55 477.81542
56 473.05298
57 468.8188
58 464.90381
59 460.32391
60 455.70268
61 451.15647
62 446.78577
63 443.09704
64 440.18943
65 437.09835
66 434.00954
67 431.42975
68 429.63947
69 428.23055
70 427.07173
71 426.34463
72 425.39628
73 424.64412
74 423.96689
75 423.2996
76 422.76034
77 422.17915
78 421.57923
79 421.0774
80 420.50779
81 419.79894
82 419.29817
83 418.81985
84 418.24386
85 417.55602
86 417.2481
87 416.68311
88 416.00494
89 415.62215
90 415.05808
91 414.6137
92 414.18275
93 413.54542
94 412.95492
95 412.49791
96 412.16745
97 411.79565
98 411.32172
99 410.84106
100 410.36798
