 12 5 11 19 27 3 30 6 7 22 26 9 18 20 29 10 1 16 15 28 21 31 2 23 8 24 14 4 25 13 17
 2 14 13 4 28 15 17 23 24 27 3 30 19 6 20 11 7 22 29 26 9 18 10 16 1 25 21 8 5 12 31
 17 2 14 21 4 16 1 15 12 13 5 23 24 8 3 27 20 11 30 29 26 6 19 22 7 18 9 10 31 25 28
 17 2 14 21 4 16 1 15 12 13 5 23 24 8 3 27 20 11 30 29 26 6 19 22 7 18 9 10 31 25 28
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
 17 8 27 20 30 11 3 19 18 26 22 6 29 7 9 10 1 16 28 4 2 15 25 14 24 23 5 12 13 31 21
